,지역,키워드,언급수,월
124,인제군,계곡,585,6월
125,인제군,속초,548,6월
126,인제군,숙소,519,6월
127,인제군,아침,469,6월
128,인제군,카페,440,6월
129,인제군,바다,429,6월
130,인제군,자작나무,420,6월
131,인제군,막국수,420,6월
132,인제군,숲,419,6월
133,인제군,래프팅,406,6월
134,인제군,펜션,405,6월
135,인제군,자작나무숲,403,6월
136,인제군,맛집,401,6월
137,인제군,여름,383,6월
138,인제군,가족,344,6월
139,인제군,식당,342,6월
140,인제군,친구,336,6월
141,인제군,산,329,6월
142,인제군,휴게소,316,6월
143,인제군,저녁,307,6월
144,인제군,날씨,292,6월
145,인제군,황태,292,6월
146,인제군,고성,292,6월
147,인제군,풍경,279,6월
148,인제군,체험,270,6월
149,인제군,밥,260,6월
150,제주시,제주,2532,6월
151,제주시,제주시,1501,6월
152,제주시,제주도,1414,6월
153,제주시,여행,1310,6월
154,제주시,맛집,964,6월
155,제주시,카페,909,6월
156,제주시,사진,866,6월
157,제주시,호텔,576,6월
158,제주시,고기,548,6월
159,제주시,공항,526,6월
160,제주시,숙소,468,6월
161,제주시,커피,448,6월
162,제주시,돼지,432,6월
163,제주시,바다,426,6월
164,제주시,주차,383,6월
165,제주시,식당,358,6월
166,제주시,음식,344,6월
167,제주시,밥,342,6월
168,제주시,친구,341,6월
169,제주시,아침,278,6월
170,제주시,날씨,278,6월
171,제주시,분위기,262,6월
172,제주시,뷰,261,6월
173,제주시,저녁,258,6월
174,제주시,게,248,6월
175,제주시,전복,248,6월
176,제주시,식사,243,6월
177,제주시,음료,232,6월
178,제주시,새우,223,6월
179,제주시,김밥,215,6월
180,진도군,진도,4169,6월
181,진도군,쏠비치,3620,6월
182,진도군,비치,1816,6월
183,진도군,인피니티풀,1054,6월
184,진도군,사진,996,6월
185,진도군,뷰,854,6월
186,진도군,바다,842,6월
187,진도군,리조트,787,6월
188,진도군,카페,616,6월
189,진도군,맛집,495,6월
190,진도군,식당,475,6월
191,진도군,목포,382,6월
192,진도군,가족,381,6월
193,진도군,오션,375,6월
194,진도군,섬,366,6월
195,진도군,바,361,6월
196,진도군,저녁,360,6월
197,진도군,호텔,357,6월
198,진도군,케이블카,348,6월
199,진도군,야경,344,6월
200,진도군,아침,344,6월
201,진도군,숙소,339,6월
202,진도군,해남,331,6월
203,진도군,배,327,6월
204,진도군,산책,324,6월
205,진도군,날씨,321,6월
206,진도군,타워,317,6월
207,진도군,밤,291,6월
208,진도군,수영장,289,6월
209,진도군,회,284,6월
210,충주시,충주,2831,6월
211,충주시,동굴,1135,6월
212,충주시,여행,1115,6월
213,충주시,카페,722,6월
214,충주시,사진,712,6월
215,충주시,중앙탑,703,6월
216,충주시,체험,564,6월
217,충주시,활옥,522,6월
218,충주시,맛집,410,6월
219,충주시,사람,401,6월
220,충주시,커피,396,6월
221,충주시,막국수,337,6월
222,충주시,수안보,335,6월
223,충주시,악어,331,6월
224,충주시,메뉴,304,6월
225,충주시,카약,295,6월
226,충주시,공원,282,6월
227,충주시,주차,264,6월
228,충주시,고기,254,6월
229,충주시,펜션,241,6월
230,충주시,뷰,235,6월
231,충주시,꿩,233,6월
232,충주시,호텔,230,6월
233,충주시,충주시,224,6월
234,충주시,충주호,219,6월
235,충주시,가족,216,6월
236,충주시,와인,206,6월
237,충주시,숙소,205,6월
238,충주시,식당,200,6월
239,충주시,보트,196,6월
240,태안군,태안,3341,6월
241,태안군,여행,2168,6월
242,태안군,바다,1365,6월
243,태안군,사진,1257,6월
244,태안군,해수욕장,1220,6월
245,태안군,펜션,1134,6월
246,태안군,카페,849,6월
247,태안군,숙소,740,6월
248,태안군,체험,672,6월
249,태안군,가족,542,6월
250,태안군,조개,506,6월
251,태안군,안면도,472,6월
252,태안군,해변,430,6월
253,태안군,갯벌,429,6월
254,태안군,낚시,428,6월
255,태안군,뷰,414,6월
256,태안군,꽃,394,6월
257,태안군,두리,387,6월
258,태안군,커피,382,6월
259,태안군,날씨,373,6월
260,태안군,수영장,359,6월
261,태안군,아침,356,6월
262,태안군,바베큐,354,6월
263,태안군,수국,354,6월
264,태안군,수목원,351,6월
265,태안군,맛집,349,6월
266,태안군,저녁,335,6월
267,태안군,여름,310,6월
268,태안군,게,308,6월
269,태안군,캠핑,294,6월
270,통영시,통영,4399,6월
271,통영시,여행,1674,6월
272,통영시,사진,1225,6월
273,통영시,바다,1051,6월
274,통영시,루지,909,6월
275,통영시,카페,792,6월
276,통영시,케이블카,650,6월
277,통영시,숙소,599,6월
278,통영시,공원,501,6월
279,통영시,수국,494,6월
280,통영시,뷰,493,6월
281,통영시,맛집,408,6월
282,통영시,거제,404,6월
283,통영시,섬,396,6월
284,통영시,배,395,6월
285,통영시,날씨,369,6월
286,통영시,벽화,350,6월
287,통영시,회,333,6월
288,통영시,꿀빵,332,6월
289,통영시,주차,323,6월
290,통영시,풍경,313,6월
291,통영시,호텔,297,6월
292,통영시,이순신,295,6월
293,통영시,아침,293,6월
294,통영시,밥,273,6월
295,통영시,가족,272,6월
296,통영시,친구,268,6월
297,통영시,커피,261,6월
298,통영시,저녁,254,6월
299,통영시,디피,241,6월
