,지역,키워드,언급수,월
310,거제시,주차,518,2월
311,거제시,숙소,498,2월
312,거제시,커피,471,2월
313,거제시,경남,411,2월
314,거제시,오션,379,2월
315,거제시,집,367,2월
316,거제시,펜션,361,2월
317,거제시,언덕,356,2월
318,거제시,외도,354,2월
319,거제시,가족,347,2월
320,거제시,배,326,2월
321,거제시,호텔,324,2월
322,거제시,풍경,321,2월
323,거제시,날씨,313,2월
324,거제시,김밥,311,2월
325,거제시,섬,311,2월
326,거제시,밥,310,2월
327,거제시,겨울,279,2월
328,거제시,분위기,269,2월
329,거제시,회,264,2월
330,경주시,경주,4529,2월
331,경주시,여행,2133,2월
332,경주시,사진,1224,2월
333,경주시,카페,903,2월
334,경주시,숙소,740,2월
335,경주시,월정교,704,2월
336,경주시,첨성대,632,2월
337,경주시,경주시,600,2월
338,경주시,불국사,556,2월
339,경주시,맛집,520,2월
340,경주시,주차,483,2월
341,경주시,대릉,480,2월
342,경주시,빵,423,2월
343,경주시,신라,392,2월
344,경주시,경북,389,2월
345,경주시,바다,389,2월
346,경주시,커피,374,2월
347,경주시,분위기,362,2월
348,경주시,가족,350,2월
349,경주시,호텔,339,2월
350,경주시,펜션,334,2월
351,경주시,겨울,294,2월
352,경주시,식당,293,2월
353,경주시,체험,285,2월
354,경주시,추억,284,2월
355,경주시,동궁,283,2월
356,경주시,뷰,272,2월
357,경주시,저녁,271,2월
358,경주시,밥,271,2월
359,경주시,날씨,266,2월
360,군산시,군산,3471,2월
361,군산시,여행,1118,2월
362,군산시,사진,819,2월
363,군산시,카페,643,2월
364,군산시,선유도,522,2월
365,군산시,맛집,519,2월
366,군산시,바다,500,2월
367,군산시,군산시,488,2월
368,군산시,빵,436,2월
369,군산시,버스,399,2월
370,군산시,철길,393,2월
371,군산시,주차,367,2월
372,군산시,메뉴,345,2월
373,군산시,역사,316,2월
374,군산시,짬뽕,305,2월
375,군산시,섬,278,2월
376,군산시,공원,261,2월
377,군산시,대장,257,2월
378,군산시,이성당,255,2월
379,군산시,호텔,250,2월
380,군산시,새만금,248,2월
381,군산시,영화,248,2월
382,군산시,밥,246,2월
383,군산시,사진관,244,2월
384,군산시,커피,243,2월
385,군산시,회,233,2월
386,군산시,풍경,221,2월
387,군산시,가족,213,2월
388,군산시,숙소,201,2월
389,군산시,분위기,195,2월
390,서귀포시,제주,3099,2월
391,서귀포시,여행,2233,2월
392,서귀포시,제주도,2117,2월
393,서귀포시,사진,1374,2월
394,서귀포시,카페,992,2월
395,서귀포시,서귀포시,785,2월
396,서귀포시,바다,713,2월
397,서귀포시,숙소,661,2월
398,서귀포시,서귀포,617,2월
399,서귀포시,호텔,555,2월
400,서귀포시,맛집,551,2월
401,서귀포시,유채꽃,549,2월
402,서귀포시,돼지,452,2월
403,서귀포시,식당,438,2월
404,서귀포시,주차,436,2월
405,서귀포시,날씨,386,2월
406,서귀포시,풍경,385,2월
407,서귀포시,산방산,382,2월
408,서귀포시,뷰,381,2월
409,서귀포시,체험,368,2월
410,서귀포시,가족,349,2월
411,서귀포시,우도,347,2월
412,서귀포시,귤,335,2월
413,서귀포시,봄,322,2월
414,서귀포시,고기,318,2월
415,서귀포시,꽃,318,2월
416,서귀포시,해변,301,2월
417,서귀포시,동백꽃,298,2월
418,서귀포시,전복,288,2월
419,서귀포시,커피,287,2월
420,속초시,속초,4887,2월
421,속초시,여행,1605,2월
422,속초시,바다,1196,2월
423,속초시,카페,912,2월
424,속초시,맛집,909,2월
425,속초시,사진,798,2월
426,속초시,강원도,746,2월
427,속초시,뷰,630,2월
428,속초시,회,587,2월
429,속초시,속초시,575,2월
430,속초시,대게,553,2월
431,속초시,설악산,549,2월
432,속초시,주차,548,2월
433,속초시,물회,512,2월
434,속초시,숙소,492,2월
435,속초시,커피,470,2월
436,속초시,호텔,464,2월
437,속초시,중앙시장,436,2월
438,속초시,해수욕장,411,2월
439,속초시,게,403,2월
440,속초시,닭강정,396,2월
441,속초시,밥,359,2월
442,속초시,식당,345,2월
443,속초시,음식,320,2월
444,속초시,청초,299,2월
445,속초시,가게,294,2월
446,속초시,순두부,292,2월
447,속초시,칼국수,290,2월
448,속초시,배,284,2월
449,속초시,빵,283,2월
450,신안군,섬,1563,2월
451,신안군,신안,834,2월
452,신안군,여행,678,2월
453,신안군,퍼플,592,2월
454,신안군,신안군,432,2월
455,신안군,바다,388,2월
456,신안군,다리,354,2월
457,신안군,대교,349,2월
458,신안군,자은도,318,2월
459,신안군,리조트,310,2월
460,신안군,보라색,303,2월
461,신안군,가거도,280,2월
462,신안군,사진,273,2월
463,신안군,반월,269,2월
464,신안군,펜션,247,2월
465,신안군,소금,246,2월
466,신안군,공원,241,2월
467,신안군,해변,222,2월
468,신안군,바위,217,2월
469,신안군,전남,211,2월
470,신안군,풍경,200,2월
471,신안군,산,198,2월
472,신안군,관광,193,2월
473,신안군,배,187,2월
474,신안군,박지,186,2월
475,신안군,증도,183,2월
476,신안군,해수욕장,178,2월
477,신안군,바람,162,2월
478,신안군,지도,162,2월
479,신안군,겨울,155,2월
480,여수시,여수,5265,2월
481,여수시,여행,1934,2월
482,여수시,바다,1609,2월
483,여수시,사진,1085,2월
484,여수시,카페,1025,2월
485,여수시,맛집,821,2월
486,여수시,오동도,817,2월
487,여수시,뷰,695,2월
488,여수시,게장,690,2월
489,여수시,이순신,630,2월
490,여수시,호텔,627,2월
491,여수시,여수시,620,2월
492,여수시,주차,542,2월
493,여수시,케이블카,533,2월
494,여수시,밤,512,2월
495,여수시,버거,444,2월
496,여수시,갈치,434,2월
497,여수시,숙소,428,2월
498,여수시,광장,425,2월
499,여수시,낭만,416,2월
500,여수시,섬,408,2월
501,여수시,식당,388,2월
502,여수시,향일암,373,2월
503,여수시,공원,368,2월
504,여수시,밥,368,2월
505,여수시,음식,366,2월
506,여수시,빵,363,2월
507,여수시,오션,355,2월
508,여수시,김밥,344,2월
509,여수시,풍경,333,2월
510,제주시,제주,2518,2월
511,제주시,제주도,1571,2월
512,제주시,여행,1398,2월
513,제주시,제주시,1334,2월
514,제주시,사진,1023,2월
515,제주시,카페,945,2월
516,제주시,맛집,929,2월
517,제주시,공항,688,2월
518,제주시,숙소,541,2월
519,제주시,고기,529,2월
520,제주시,식당,518,2월
521,제주시,호텔,463,2월
522,제주시,바다,432,2월
523,제주시,밥,402,2월
524,제주시,김밥,353,2월
525,제주시,돼지,350,2월
526,제주시,주차,346,2월
527,제주시,커피,335,2월
528,제주시,음식,335,2월
529,제주시,시장,325,2월
530,제주시,새우,317,2월
531,제주시,우도,314,2월
532,제주시,가게,288,2월
533,제주시,식사,279,2월
534,제주시,갈치,270,2월
535,제주시,분위기,267,2월
536,제주시,저녁,263,2월
537,제주시,뷰,251,2월
538,제주시,게,232,2월
539,제주시,국수,225,2월
540,춘천시,춘천,2318,2월
541,춘천시,여행,918,2월
542,춘천시,닭갈비,799,2월
543,춘천시,감자,784,2월
544,춘천시,카페,773,2월
545,춘천시,사진,601,2월
546,춘천시,빵,581,2월
547,춘천시,남이섬,508,2월
548,춘천시,춘천시,426,2월
549,춘천시,호텔,415,2월
550,춘천시,강원도,408,2월
551,춘천시,맛집,403,2월
552,춘천시,펜션,366,2월
553,춘천시,막국수,310,2월
554,춘천시,주차,300,2월
555,춘천시,커피,293,2월
556,춘천시,강원,241,2월
557,춘천시,고기,224,2월
558,춘천시,가족,217,2월
559,춘천시,가평,216,2월
560,춘천시,소양강,214,2월
561,춘천시,숙소,210,2월
562,춘천시,케이블카,208,2월
563,춘천시,밭,203,2월
564,춘천시,분위기,202,2월
565,춘천시,스카이,201,2월
566,춘천시,체험,201,2월
567,춘천시,음식,196,2월
568,춘천시,뷰,195,2월
569,춘천시,산,185,2월
570,태안군,태안,2025,2월
571,태안군,안면도,1462,2월
572,태안군,여행,1322,2월
573,태안군,펜션,1320,2월
574,태안군,바다,1186,2월
575,태안군,해수욕장,911,2월
576,태안군,사진,651,2월
577,태안군,맛집,635,2월
578,태안군,카페,557,2월
579,태안군,체험,539,2월
580,태안군,충남,509,2월
581,태안군,게국지,498,2월
582,태안군,태안군,459,2월
583,태안군,뷰,427,2월
584,태안군,꽃게,401,2월
585,태안군,가족,400,2월
586,태안군,해변,396,2월
587,태안군,보령,355,2월
588,태안군,바베큐,353,2월
589,태안군,겨울,337,2월
590,태안군,꽃지,336,2월
591,태안군,조개,334,2월
592,태안군,해저터널,331,2월
593,태안군,안면,289,2월
594,태안군,갯벌,278,2월
595,태안군,오션,269,2월
596,태안군,커피,262,2월
597,태안군,식당,258,2월
598,태안군,칼국수,257,2월
599,태안군,산,254,2월
600,강릉시,강릉,4357,3월
601,강릉시,여행,1887,3월
602,강릉시,바다,1478,3월
603,강릉시,사진,1462,3월
604,강릉시,카페,1110,3월
605,강릉시,해변,1059,3월
606,강릉시,커피,930,3월
607,강릉시,맛집,749,3월
608,강릉시,호텔,708,3월
609,강릉시,강원도,685,3월
610,강릉시,강릉시,643,3월
611,강릉시,숙소,617,3월
612,강릉시,주문진,577,3월
613,강릉시,순두부,550,3월
614,강릉시,뷰,518,3월
615,강릉시,주차,488,3월
616,강릉시,빵,483,3월
617,강릉시,회,428,3월
618,강릉시,강문,320,3월
619,강릉시,초당,315,3월
620,강릉시,대게,314,3월
621,강릉시,친구,312,3월
622,강릉시,공원,304,3월
623,강릉시,오션,303,3월
624,강릉시,밥,303,3월
625,강릉시,아르떼,303,3월
626,강릉시,동해,299,3월
627,강릉시,아침,295,3월
628,강릉시,음식,294,3월
629,강릉시,막국수,294,3월
630,거제시,거제,3334,3월
631,거제시,여행,1933,3월
632,거제시,거제도,1671,3월
633,거제시,바다,1344,3월
634,거제시,사진,1285,3월
635,거제시,거제시,842,3월
636,거제시,카페,773,3월
637,거제시,뷰,670,3월
638,거제시,외도,614,3월
639,거제시,맛집,554,3월
640,거제시,섬,549,3월
641,거제시,유람선,506,3월
642,거제시,풍경,486,3월
643,거제시,경남,475,3월
644,거제시,매미,467,3월
645,거제시,주차,461,3월
646,거제시,숙소,403,3월
647,거제시,커피,376,3월
648,거제시,배,371,3월
649,거제시,공원,371,3월
650,거제시,펜션,370,3월
651,거제시,해금강,365,3월
652,거제시,날씨,352,3월
653,거제시,포토,349,3월
654,거제시,가족,348,3월
655,거제시,전망대,347,3월
656,거제시,호텔,321,3월
657,거제시,수선화,320,3월
658,거제시,케이블카,317,3월
659,거제시,봄,314,3월
660,경주시,경주,4668,3월
661,경주시,여행,1888,3월
662,경주시,사진,1444,3월
663,경주시,벚꽃,1174,3월
664,경주시,카페,850,3월
665,경주시,경주시,674,3월
666,경주시,대릉,605,3월
667,경주시,맛집,537,3월
668,경주시,주차,507,3월
669,경주시,첨성대,499,3월
670,경주시,불국사,423,3월
671,경주시,빵,418,3월
672,경주시,호텔,398,3월
673,경주시,체험,365,3월
674,경주시,봄,362,3월
675,경주시,가족,351,3월
676,경주시,커피,349,3월
677,경주시,포토,349,3월
678,경주시,바다,346,3월
679,경주시,신라,342,3월
680,경주시,풀,335,3월
681,경주시,나무,330,3월
682,경주시,꽃,325,3월
683,경주시,날씨,319,3월
684,경주시,분위기,312,3월
685,경주시,식당,312,3월
686,경주시,펜션,302,3월
687,경주시,동궁,299,3월
688,경주시,빌라,297,3월
689,경주시,저녁,294,3월
690,서귀포시,제주,3181,3월
691,서귀포시,여행,2317,3월
692,서귀포시,제주도,2213,3월
693,서귀포시,사진,1637,3월
694,서귀포시,카페,1069,3월
695,서귀포시,유채꽃,911,3월
696,서귀포시,서귀포시,822,3월
697,서귀포시,서귀포,751,3월
698,서귀포시,바다,726,3월
699,서귀포시,포토존,625,3월
700,서귀포시,호텔,612,3월
701,서귀포시,숙소,592,3월
702,서귀포시,맛집,562,3월
703,서귀포시,꽃,491,3월
704,서귀포시,주차,462,3월
705,서귀포시,봄,435,3월
706,서귀포시,날씨,435,3월
707,서귀포시,풍경,415,3월
708,서귀포시,공원,377,3월
709,서귀포시,뷰,372,3월
710,서귀포시,돼지,365,3월
711,서귀포시,산방산,364,3월
712,서귀포시,우도,361,3월
713,서귀포시,밭,358,3월
714,서귀포시,벚꽃,344,3월
715,서귀포시,체험,334,3월
716,서귀포시,갈치,328,3월
717,서귀포시,가족,323,3월
718,서귀포시,나무,314,3월
719,서귀포시,마라도,301,3월
720,강릉시,섬,1231,3월
721,강릉시,신안,651,3월
722,강릉시,여행,612,3월
723,강릉시,신안군,431,3월
724,강릉시,바다,383,3월
725,강릉시,목포,352,3월
726,강릉시,꽃,332,3월
727,강릉시,퍼플,316,3월
728,강릉시,다리,307,3월
729,강릉시,전남,269,3월
730,강릉시,사진,249,3월
731,강릉시,자연,242,3월
732,강릉시,산,224,3월
733,강릉시,박물관,208,3월
734,강릉시,봄,196,3월
735,강릉시,갯벌,186,3월
736,강릉시,대교,185,3월
737,강릉시,관광,185,3월
738,강릉시,풍경,183,3월
739,강릉시,증도,181,3월
740,강릉시,보라색,181,3월
741,강릉시,축제,180,3월
742,강릉시,공원,179,3월
743,강릉시,반월,174,3월
744,강릉시,배,170,3월
745,강릉시,마산,164,3월
746,강릉시,조개,160,3월
747,강릉시,해변,154,3월
748,강릉시,방문,143,3월
749,강릉시,작품,141,3월
750,여수시,여수,5846,3월
751,여수시,여행,2116,3월
752,여수시,바다,1649,3월
753,여수시,사진,1306,3월
754,여수시,카페,913,3월
755,여수시,오동도,796,3월
756,여수시,밤,663,3월
757,여수시,맛집,662,3월
758,여수시,뷰,643,3월
759,여수시,호텔,624,3월
760,여수시,게장,616,3월
761,여수시,이순신,591,3월
762,여수시,여수시,575,3월
763,여수시,공원,546,3월
764,여수시,주차,476,3월
765,여수시,섬,475,3월
766,여수시,낭만,447,3월
767,여수시,케이블카,441,3월
768,여수시,광장,426,3월
769,여수시,동백꽃,400,3월
770,여수시,숙소,398,3월
771,여수시,오션,387,3월
772,여수시,김밥,383,3월
773,여수시,포차,382,3월
774,여수시,아르떼,375,3월
775,여수시,돌산,370,3월
776,여수시,가족,360,3월
777,여수시,갓김치,357,3월
778,여수시,풍경,352,3월
779,여수시,야경,337,3월
780,인제군,여행,1484,3월
781,인제군,인제,1413,3월
782,인제군,사진,1221,3월
783,인제군,강원도,677,3월
784,인제군,카페,549,3월
785,인제군,자작나무,540,3월
786,인제군,속초,492,3월
787,인제군,숙소,456,3월
788,인제군,자작나무숲,448,3월
789,인제군,겨울,442,3월
790,인제군,숲,428,3월
791,인제군,황태,427,3월
792,인제군,맛집,414,3월
793,인제군,바다,408,3월
794,인제군,호텔,339,3월
795,인제군,식당,327,3월
796,인제군,커피,327,3월
797,인제군,친구,315,3월
798,인제군,산,314,3월
799,인제군,버스,297,3월
800,인제군,게,293,3월
801,인제군,구이,282,3월
802,인제군,예약,279,3월
803,인제군,저녁,278,3월
804,인제군,주차,276,3월
805,인제군,밥,275,3월
806,인제군,날씨,272,3월
807,인제군,풍경,267,3월
808,인제군,막국수,264,3월
809,인제군,메뉴,254,3월
810,장흥군,장흥,905,3월
811,장흥군,여행,839,3월
812,장흥군,사진,556,3월
813,장흥군,바다,321,3월
814,장흥군,꽃,302,3월
815,장흥군,카페,289,3월
816,장흥군,봄,279,3월
817,장흥군,공원,244,3월
818,장흥군,산,234,3월
819,장흥군,숲,222,3월
820,장흥군,강진,202,3월
821,장흥군,버스,201,3월
822,장흥군,자연,197,3월
823,장흥군,섬,196,3월
824,장흥군,맛집,194,3월
825,장흥군,나무,178,3월
826,장흥군,작품,178,3월
827,장흥군,풍경,171,3월
828,장흥군,정남진,168,3월
829,장흥군,다리,166,3월
830,장흥군,책,164,3월
831,장흥군,작가,163,3월
832,장흥군,체험,162,3월
833,장흥군,친구,160,3월
834,장흥군,식당,154,3월
835,장흥군,빵,153,3월
836,장흥군,게,153,3월
837,장흥군,숙소,152,3월
838,장흥군,하늘,150,3월
839,장흥군,음식,149,3월
840,제주시,제주,2530,3월
841,제주시,제주도,1608,3월
842,제주시,제주시,1501,3월
843,제주시,여행,1415,3월
844,제주시,카페,917,3월
845,제주시,사진,878,3월
846,제주시,맛집,832,3월
847,제주시,공항,675,3월
848,제주시,고기,558,3월
849,제주시,호텔,526,3월
850,제주시,숙소,472,3월
851,제주시,돼지,458,3월
852,제주시,바다,456,3월
853,제주시,주차,380,3월
854,제주시,음식,379,3월
855,제주시,밥,368,3월
856,제주시,커피,360,3월
857,제주시,식당,323,3월
858,제주시,새우,318,3월
859,제주시,분위기,291,3월
860,제주시,식사,280,3월
861,제주시,와인,263,3월
862,제주시,날씨,261,3월
863,제주시,아침,258,3월
864,제주시,벚꽃,248,3월
865,제주시,시장,245,3월
866,제주시,뷰,244,3월
867,제주시,친구,242,3월
868,제주시,국물,237,3월
869,제주시,갈치,229,3월
870,태안군,태안,3243,3월
871,태안군,여행,1854,3월
872,태안군,바다,1615,3월
873,태안군,사진,1289,3월
874,태안군,펜션,1267,3월
875,태안군,카페,1098,3월
876,태안군,해수욕장,1035,3월
877,태안군,안면도,665,3월
878,태안군,숙소,649,3월
879,태안군,커피,587,3월
880,태안군,뷰,566,3월
881,태안군,맛집,562,3월
882,태안군,바베큐,488,3월
883,태안군,게국지,435,3월
884,태안군,해변,402,3월
885,태안군,가족,386,3월
886,태안군,조개,386,3월
887,태안군,날씨,377,3월
888,태안군,체험,354,3월
889,태안군,해안사,335,3월
890,태안군,서해,317,3월
891,태안군,주차,316,3월
892,태안군,풍경,311,3월
893,태안군,동굴,295,3월
894,태안군,밥,282,3월
895,태안군,식당,271,3월
896,태안군,고기,267,3월
897,태안군,갯벌,263,3월
898,태안군,봄,257,3월
899,태안군,꽃게,255,3월
900,강릉시,강릉,4265,4월
901,강릉시,여행,1788,4월
902,강릉시,바다,1203,4월
903,강릉시,카페,1144,4월
904,강릉시,사진,1077,4월
905,강릉시,해변,978,4월
906,강릉시,커피,826,4월
907,강릉시,호텔,721,4월
908,강릉시,강릉시,652,4월
909,강릉시,맛집,570,4월
910,강릉시,순두부,568,4월
911,강릉시,뷰,537,4월
912,강릉시,벚꽃,532,4월
913,강릉시,숙소,482,4월
914,강릉시,관광,480,4월
915,강릉시,주차,450,4월
916,강릉시,빵,430,4월
917,강릉시,중앙시장,352,4월
918,강릉시,초당,343,4월
919,강릉시,회,322,4월
920,강릉시,오션,314,4월
921,강릉시,경포,309,4월
922,강릉시,짬뽕,295,4월
923,강릉시,주문진,293,4월
924,강릉시,밥,283,4월
925,강릉시,가족,280,4월
