,지역,키워드,언급수,월
111,서천군,회,297,5월
112,서천군,관람,296,5월
113,서천군,산,293,5월
114,서천군,전시,290,5월
115,서천군,숲,276,5월
116,서천군,국립생태원,274,5월
117,서천군,만,272,5월
118,서천군,조개,270,5월
119,서천군,주차,259,5월
120,속초시,속초,5300,5월
121,속초시,여행,1856,5월
122,속초시,바다,1001,5월
123,속초시,카페,970,5월
124,속초시,맛집,838,5월
125,속초시,사진,800,5월
126,속초시,강원도,778,5월
127,속초시,회,658,5월
128,속초시,속초시,622,5월
129,속초시,뷰,613,5월
130,속초시,주차,580,5월
131,속초시,물회,545,5월
132,속초시,해수욕장,538,5월
133,속초시,대게,510,5월
134,속초시,숙소,455,5월
135,속초시,설악산,418,5월
136,속초시,청초,397,5월
137,속초시,호텔,393,5월
138,속초시,해변,383,5월
139,속초시,대관람차,381,5월
140,속초시,중앙시장,357,5월
141,속초시,커피,355,5월
142,속초시,게,352,5월
143,속초시,식당,324,5월
144,속초시,닭강정,323,5월
145,속초시,빵,310,5월
146,속초시,홍게,308,5월
147,속초시,가족,305,5월
148,속초시,대포항,298,5월
149,속초시,바위,296,5월
150,순창군,순창,1452,5월
151,순창군,여행,1184,5월
152,순창군,사진,611,5월
153,순창군,체험,597,5월
154,순창군,다리,559,5월
155,순창군,카페,438,5월
156,순창군,버스,404,5월
157,순창군,하늘,403,5월
158,순창군,바위,393,5월
159,순창군,고추장,351,5월
160,순창군,산,350,5월
161,순창군,용궐산,340,5월
162,순창군,섬진강,338,5월
163,순창군,담양,336,5월
164,순창군,터미널,311,5월
165,순창군,강천산,291,5월
166,순창군,맛집,252,5월
167,순창군,공원,251,5월
168,순창군,힐링,245,5월
169,순창군,가족,241,5월
170,순창군,풍경,222,5월
171,순창군,자전거,220,5월
172,순창군,엄마,217,5월
173,순창군,코스,210,5월
174,순창군,숙소,209,5월
175,순창군,입구,208,5월
176,순창군,강,207,5월
177,순창군,광주,206,5월
178,순창군,순창군,202,5월
179,순창군,날씨,197,5월
180,양양군,양양,2035,5월
181,양양군,여행,1433,5월
182,양양군,바다,1227,5월
183,양양군,사진,797,5월
184,양양군,해변,702,5월
185,양양군,비치,689,5월
186,양양군,숙소,663,5월
187,양양군,서핑,635,5월
188,양양군,카페,609,5월
189,양양군,뷰,468,5월
190,양양군,낙산사,428,5월
191,양양군,호텔,416,5월
192,양양군,맛집,371,5월
193,양양군,아침,305,5월
194,양양군,해수욕장,303,5월
195,양양군,저녁,298,5월
196,양양군,날씨,286,5월
197,양양군,죽도,274,5월
198,양양군,커피,274,5월
199,양양군,친구,256,5월
200,양양군,주차,246,5월
201,양양군,가족,235,5월
202,양양군,분위기,224,5월
203,양양군,파도,205,5월
204,양양군,회,198,5월
205,양양군,밥,197,5월
206,양양군,강릉,196,5월
207,양양군,메뉴,195,5월
208,양양군,식당,193,5월
209,양양군,음식,190,5월
210,여수시,여수,4121,5월
211,여수시,여행,1581,5월
212,여수시,바다,1377,5월
213,여수시,사진,926,5월
214,여수시,게장,687,5월
215,여수시,카페,589,5월
216,여수시,뷰,565,5월
217,여수시,맛집,560,5월
218,여수시,이순신,492,5월
219,여수시,밤,471,5월
220,여수시,오동도,467,5월
221,여수시,호텔,463,5월
222,여수시,여수시,419,5월
223,여수시,주차,380,5월
224,여수시,낭만,380,5월
225,여수시,광장,335,5월
226,여수시,아르떼,333,5월
227,여수시,오션,324,5월
228,여수시,김밥,324,5월
229,여수시,숙소,320,5월
230,여수시,포차,316,5월
231,여수시,공원,313,5월
232,여수시,케이블카,299,5월
233,여수시,가족,297,5월
234,여수시,밥,287,5월
235,여수시,등대,264,5월
236,여수시,게,263,5월
237,여수시,버거,260,5월
238,여수시,문어,236,5월
239,여수시,향일암,235,5월
240,옥천군,옥천,2680,5월
241,옥천군,여행,1518,5월
242,옥천군,사진,1009,5월
243,옥천군,카페,732,5월
244,옥천군,공원,672,5월
245,옥천군,맛집,572,5월
246,옥천군,유채꽃,538,5월
247,옥천군,버스,535,5월
248,옥천군,꽃,515,5월
249,옥천군,정지용,418,5월
250,옥천군,풍경,406,5월
251,옥천군,금강,406,5월
252,옥천군,체험,385,5월
253,옥천군,식당,343,5월
254,옥천군,가족,309,5월
255,옥천군,대청호,307,5월
256,옥천군,산,303,5월
257,옥천군,소담,298,5월
258,옥천군,커피,296,5월
259,옥천군,친구,294,5월
260,옥천군,나무,289,5월
261,옥천군,주차,287,5월
262,옥천군,산책,287,5월
263,옥천군,숙소,270,5월
264,옥천군,정원,269,5월
265,옥천군,날씨,268,5월
266,옥천군,밥,255,5월
267,옥천군,생가,251,5월
268,옥천군,시인,250,5월
269,옥천군,부산,248,5월
270,제주시,제주,2684,5월
271,제주시,제주도,1513,5월
272,제주시,제주시,1438,5월
273,제주시,여행,1416,5월
274,제주시,카페,1100,5월
275,제주시,사진,876,5월
276,제주시,맛집,847,5월
277,제주시,공항,585,5월
278,제주시,숙소,532,5월
279,제주시,바다,473,5월
280,제주시,고기,408,5월
281,제주시,호텔,405,5월
282,제주시,주차,387,5월
283,제주시,돼지,317,5월
284,제주시,분위기,307,5월
285,제주시,밥,306,5월
286,제주시,김밥,305,5월
287,제주시,뷰,296,5월
288,제주시,소금,293,5월
289,제주시,음식,292,5월
290,제주시,식당,273,5월
291,제주시,친구,269,5월
292,제주시,저녁,266,5월
293,제주시,아침,256,5월
294,제주시,시장,254,5월
295,제주시,갈치,252,5월
296,제주시,날씨,242,5월
297,제주시,빵,242,5월
298,제주시,식사,235,5월
299,제주시,새우,234,5월
